Click to return to Instruction Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ID,Year,Hospital,street address,City,Zip Code,Health Service Area,Hospital Planning Area,County,Ownership Type,Ownership Detail,Specialized Hospital Characteristics,,Hospital Classification,,,,Administrator,,,,Date Received,Contact Person,,,,Hospital Operator,Physical Plant Owner,Management Contracts,,,Facility Comments,Agency Comments Displayed on Facility Profiles,Data Certification,,,Community Health Needs Assessment
5751,2016,Elmhurst Memorial Hospital,155 East Brush Hill Road,Elmhurst,60126,7,A-05,DuPage,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Pamela Dunley,President & CEO,331-221-0130,Pamela.Dunley@EEHealth.org,3/23/17,Cheryl Eck,"AVP, Strategy & Planning",331-221-3478,Cheryl.Eck2@EEHealth.org,Elmhurst Memorial Hospital,Elmhurst Memorial Hospital,,,"Elmhurst Emergency Medical Services, LTD.",,,KellySchaal,Planning Analyst,3/23/17,https://www.eehealth.org/-/media/files/edward-elmhurst/about-us/2015-prc-chna-report-elmhurst-memorial-hospital.pdf?la=en
0646,2016,Evanston Hospital,2650 Ridge Avenue,Evanston,60201,7,A-08,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Gerald P. Gallagher,Chief Operating Officer,847-570-5151,jgallagher@northshore.org,3/22/17,Lisa Garcia,Senior Director Financial Planning & Analysis,847-570-5048,lgarcia2@northshore.org,NorthShore University HealthSystem,NorthShore University HealthSystem,,,,"The Community Health Needs Assessment for NorthShore University HealthSystem was prepared in December 2015 and covers all four hospitals within NorthShore University HealthSystem (Evanston Hospital, Glenbrook Hospital, Highland Park Hospital and Skokie Hospital). The link to this comprehensive system-wide Community Health Needs Assessment is provided on each hospital's Annual Hospital Questionnaire.",,Gerald P. Gallagher,Chief Operating Officer,3/17/17,http://www.northshore.org/community-events/community/community-health-needs-assessment/
0679,2016,Fairfield Memorial Hospital,N.W. 11th Street,Fairfield,62837,5,F-03,Wayne,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Katherine Bunting,CEO,618-847-8333,kjbrnmsn@hotmail.com,3/16/17,Mary Knight,Executive Assistant,618-847-8243,mknight@fairfieldmemorial.org,Fairfield Memorial Hospital Association,Fairfield Memorial Hospital Association,,,,,,Mary Knight,Executive Assistant,3/16/17,http://fairfieldmemorial.org/sites/default/files/2016%20Fairfield%20Memorial%20Hospital%20Community%20Health%20Needs%20Assessment.pdf
0695,2016,Fayette County Hospital,650 West Taylor Street,Vandalia,62471,5,F-02,Fayette,For Profit Corporation,,Critical Access Hospital,,,,,,Gregory D. Starnes,Chief Executive Officer,618-283-5400,gstarnes@faycohosp.org,3/16/17,Heather Wall,Executive Assistant,618-283-5401,hwall@faycohosp.org,"Heartland Health System, Inc.",Fayette County Hospital District,,,"Acute Care, Inc.",No comments.,,Gregory D. Starnes,Chief Executive Officer,3/16/17,
5363,2016,Ferrell Hospital,1201 Pine Street,Eldorado,62930,5,F-05,Saline,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Alisa Coleman,CEO,6182979615,acoleman@ferrellhosp.org,3/17/17,Beth Cooley,Administrative Assistant,6182979649,bcooley@ferrellhosp.org,Ferrell Hospital Community Foundation,Ferrell Hospital Community Foundation,,Progressive Health,"CORE Physician Resources, Inc.",,,Beth Cooley,Administrative Assistant,3/17/17,http://www.ferrellhosp.org/FerrellHospital/media/PDFs/Community-Health-Needs-Assessment-2015-(1).pdf
0778,2016,FHN Memorial Hospital,1045 West Stephenson,Freeport,61032-4899,1,B-02,Stephenson,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Mark S. Gridley,President/CEO,815-599-6769,mgridley@fhn.org,3/17/17,Kathy Martinez,VP Patient Services/CNO,815-599-7529,kmartinez@fhn.org,Freeport Regional Health Care Foundation,Freeport Memorial Hospital dba FHN Memorial Hospit,,,Team Health,"FHM Memorial Hospital is providing hospital outpatient physical therapy and occupational therapy services at FHC Burchard Hills located at 1010 W. Fairway Drive, Freeport, IL  61032.",,Mark S. Gridley,President/CEO,3/17/17,http://fhn.org/Community-Health-Needs.asp
2436,2016,Franciscan St. James Health - Chicago Heights,1423 Chicago Road,Chicago Heights,60411-3483,7,A-04,Cook,Church-Related,,,,General Hospital,,,,Allan Spooner,CEO,708-756-1000,Allan.Spooner@franciscanalliance.org,3/17/17,Craig Berman,Director,708-756-1000 x56961,Craig.Berman@franciscanalliance.org,"FRANCISCAN ALLIANCE, LLC.","FRANCISCAN ALLIANCE, LLC.",,METT THERAPY,"EMP OF COOK COUNTY, LLC.",,,Tony Banda,CFO,3/17/17,http://sites.franciscanalliance.org/communitybenefit/2015/uploads/chna/2016/SSChicagoCHNA.pdf
5074,2016,Franciscan St. James Health - Olympia Fields,20201 South Crawford,Olympia Fields,60461-1010,7,A-04,Cook,Church-Related,,,,General Hospital,,,,Allan Spooner,CEO,708-756-1000,Allan.Spooner@FranciscanAlliance.org,3/17/17,Craig Berman,Director,708-747-4000 x856961,Craig.Berman@FranciscanAlliance.org,"FRANCISCAN ALLIANCE, LLC.","FRANCISCAN ALLIANCE, LLC.",,METT THERAPY,"EMP OF COOK COUNTY, LLC.",,,Tony Banda,CFO,3/17/17,http://sites.franciscanalliance.org/communitybenefit/2015/uploads/chna/2016/SSChicagoCHNA.pdf
5231,2016,Franklin Hospital,201 Bailey Lane,Benton,62812,5,F-06,Franklin,Hospital District,,Critical Access Hospital,,General Hospital,,,,Jim Johnson,Chief Executive Officer,618-439-3161 Ext. 301,jim.johnson@franklinhospital.net,3/13/17,Terri Hermann,Chief Nursing Officer,618-439-3161 Ext 303,terri.hermann@franklinhospital.net,Franklin Hospital District,Franklin Hospital District,,,,,,Terri Hermann,Chief Nursing Officer,3/13/17,
5330,2016,Galesburg Cottage Hospital,695 North Kellogg Street,Galesburg,61402,2,C-03,Knox,For Profit Corporation,,,,General Hospital,,,,James Flynn,CEO,309-345-4567,james_flynn@quorumhealth.com,3/14/17,Becky Webster,Administrative Assistant,309-345-4567,becky_webster@QuorumHealth.com,Galesburg Cottage Hospital,Galesburg Hopsital Corporation,,Cottage Rehab & Sports Medicine,Comprehensive Emergency Solutions,,,Barry Schneider,CEO,3/14/17,
5918,2016,Garfield Park Hospital,520 North Ridgeway Avenue,Chicago,60624,6,A-02,Cook,For Profit Corporation,,,,,,,,Steven Airhart,Chief Executive Officer,773-265-4300,steven.airhart@uhsinc.com,3/21/17,Maria Zaragoza,Executive Assistant,773-265-4301,maria.zaragoza@uhsinc.com,Garfield Park Hospital,Universal Health Services,,,,,,Steven Airhart,Chief Executive Officer,3/21/17,
5223,2016,Gateway Regional Medical Center,2100 Madison Avenue,Granite City,62040,11,F-01,Madison,For Profit Corporation,,,,General Hospital,,,,Ronald W. Leazer,Chief Financial Officer,618-798-3990,Ron_Leazer@QuorumHealth.com,3/16/17,Dan J. Kerneback,Chief Quality Officer,618-798-3623,Dan_Kerneback@QuorumHealth.com,Granite City Illinois Hospital Co.,Granite City Illinois Hospital Co.,,,Integritas,,,Ronald W. Leazer,CFO,3/16/17,
5413,2016,Genesis Medical Center - Silvis,801 Illini Road,Silvis,61282,10,C-05,Rock Island,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Theresa Main,"President, GMC-Silvis Administration",309-281-5146,maint@genesishealth.com,3/16/17,Tricia DeMarlie,Data Analyst,563-421-4717,demarliet@genesishealth.com,Genesis Health System,Genesis Health System,,,,ICU had 481 patients that were transferred to another unit but those are already included in the days for Med Tele and Surgical dept pt days.,,Tricia DeMarlie,Data Analyst,3/16/17,
5868,2016,Genesis Medical Center Aledo,409 N.W 9th Avenue,Aledo,61231,10,C-05,Mercer,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Edward Rogalski,Admistrator GMC Aledo,309-582-9250,rogalski@genesishealth.com,3/17/17,Tricia DeMarlie,Data Analyst,563-421-4717,demarliet@genesishealth.com,Genesis Health System,Genesis Health System,,,EmCare,,,Tricia DeMarlie,Data Analyst,3/17/17,
0836,2016,Gibson Community Hospital,1120 North Melvin Street,Gibson City,60936,4,D-01,Ford,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,,,,,Robert Schmitt,CEO,217-784-2611,rob_schmitt@gibsonhospital.org,3/15/17,Jason Wright,Financial Analyst,217-784-2617,jason_wright@gibsonhospital.org,Gibson Community Hospital,Gibson Community Hospital,,,All inclusive Medical Services,,,Jason Wright,Financial Analyst,3/15/17,
3483,2016,Glenbrook Hospital,2100 Pfingsten Road,Glenview,60026,7,A-08,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Gerald P. Gallagher,Chief Operating Officer,847-570-5151,jgallagher@northshore.org,3/22/17,Lisa Garcia,"Senior Director, Financial Planning & Analysis",847-570-5048,lgarcia2@northshore.org,NorthShore University HealthSystem,NorthShore University HealthSystem,,,,"The Community Health Needs Assessment for NorthShore University HealthSystem was prepared in December 2015 and covers all four hospitals within NorthShore University HealthSystem (Evanston Hospital, Glenbrook Hospital, Highland Park Hospital and Skokie Hospital). The link to this comprehensive system-wide Community Health Needs Assessment is provided on each hospital's Annual Hospital Questionnaire.",,Gerald P. Gallagher,Chief Operating Officer,3/17/17,http://www.northshore.org/community-events/community/community-health-needs-assessment/
5850,2016,Good Samaritan Regional  Health Center,1 Good Samaritan Way,Mount Vernon,62864,5,F-04,Jefferson,Church-Related,,,,General Hospital,,,,Michael Warren,President,618-241-2201,Michael.Warren@ssmhealth.com,3/17/17,Stephanie Remer,Financial Analyst,618-436-8849,Stephanie.Remer@ssmhealth.com,SSM Health,"Good Samaritan Regional Health Center, Mt. Vernon ",,,"MEDS, O'Fallon IL",,,Michael Warren,President,3/17/17,http://www.smgsi.com/Pages/CHNA.aspx
5793,2016,Gottlieb Memorial Hospital,701 West North  Avenue,Melrose Park,60160,7,A-06,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Lori Price,President,(708) 450-4949,lori_price@luhs.org,3/17/17,Stephen J Piniuta Jr.,Manager of Strategy,(708) 216-7932,spiniut@lumc.edu,Gottlieb Memorial Hospital,Gottlieb Memorial Hospital,,,,,,Jon Geise,Director of Strategy,3/17/17,https://www.loyolamedicine.org/community-benefits
0869,2016,Graham Hospital,210 West Walnut,Canton,61520,2,C-04,Fulton,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Robert Senneff,President and CEO,309-647-5240,rsenneff@grahamhospital.org,3/17/17,Crista Hartstirn,Decision Support Analyst,309-647-5240 ext 2275,chartstirn@grahamhospital.org,Graham Hospital Association,Graham Hospital Association,,Enduracare,,,,Robert Sennefrf,President and CEO,3/17/17,www.grahamhealthsystem.org/assets/pdfs/GrahamHospitalCHNA
0885,2016,Hamilton Memorial Hospital,"611 South  Marshall, P. O. Box 429",McLeansboro,62859,5,F-05,Hamilton,Hospital District,,Critical Access Hospital,,,,,,Gregory Sims,CEO,6186432361,gsims@hmhospital.org,3/3/17,Tina Rost,Administrative Assistant to CEO,6186432361 Ext. 2160,trost@hmhospital.org,Hamilton Memorial Hospital District,Hamilton Memorial Hospital District,,,Integritas Emergency Physician Services,,,Tina Rost,Administrative Assistant to CEO,3/3/17,
0893,2016,Hammond Henry Hospital,600 N. College Avenue,Geneseo,61254-1099,10,C-05,Henry,Hospital District,,Critical Access Hospital,,General Hospital,,,,Jeffrey Lingerfelt,CEO,309-944-9100,jefflingerfelt@hammondhenry.com,3/16/17,Kathy Tank,Executive Assistant,309-944-9102,kathytank@hammondhenry.com,Henry Hospital District,Henry Hospital District,,,,,,Jodie Criswell,Vice President Fiscal Services,3/16/17,
0901,2016,Hardin County General Hospital,Ferrell Road,Rosiclare,62982,5,F-05,Hardin,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Roby Williams,Administrator,(618)285-6634 ext. 305,roby.williams@ilhcgh.org,3/15/17,Liz Lane,HIM Supervisor,(618)285-6634 ext. 337,liz.lane@ilhcgh.org,"Hardin County General Hospital, Inc","Hardin County General Hospital, Inc",,,,,,"Liz Lane, RHIT",HIM Supervisor,3/15/17,www.ilhcgh.org
0521,2016,Harrisburg Medical Center,100 Dr. Warren Tuttle Drive,Harrisburg,62946,5,F-05,Saline,Not for Profit Corporation (Not Church-Related),,,,,,,,Rodney Smith,CEO,618-253-0310,rsmith@harrisburgmc.com,3/15/17,Melissa Lucas,Director of Accounting,618-253-0278,mlucas@harrisburgmc.com,"Harrisburg Medical Center, INC","Harrisburg Medical Center, INC",Horizon Mental Health Managment,,,,,Melissa Lucas,Director of Accounting,3/15/17,https://www.harrisburgmc.com/wp-content/uploads/2016/04/Community-Health-Needs-Assessment2016.pdf
5298,2016,Heartland Regional Medical Center,3333 West Deyoung,Marion,62959,5,F-06,Williamson,For Profit Corporation,,,,General Hospital,,,,Melisa Adkins,CEO,618-998-7021,melisa_adkins@quorumhealth.com,3/14/17,Amber Lipe,Controller,618-998-7056,Amber_Lipe@QuorumHealth.com,Marion Hospital Corporation,Marion Hospital Corporation,,,Integritas Emergency,,,Amber Lipe,Controller,3/14/17,
0935,2016,Herrin Hospital,201 South 14th Street,Herrin,62948,5,F-06,Williamson,Not for Profit Corporation (Not Church-Related),,,,,,,,Terence Farrell,VP and Administrator,618-942-2171 x35188,terence.farrell@sih.net,3/9/17,Cathy Blythe,"System Manager, Planning and Physician Recruitment",618-457-5200 x67963,cathy.blythe@sih.net,Southern Illinois Hospital Services,Southern Illinois Hospital Services,,Rehabilitation Institute of Chicago,,,,Cathy Blythe,"System Manager, Planning and Physician Recruitment",3/9/17,http://www.sih.net/documents/comm_benefits/chna/SIHCHNA2015-FINAL.pdf
5066,2016,Highland Park Hospital,777 Park Avenue West,Highland Park,60035,8,A-09,Lake,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Gerald P. Gallagher,Chief Operating Officer,847-570-5151,jgallagher@northshore.org,3/22/17,Lisa Garcia,Senior Director Financial Planning & Analysis,847-570-5048,lgarcia2@northshore.org,NorthShore University HealthSystem,NorthShore University HealthSystem,,,,"The Community Health Needs Assessment for NorthShore University HealthSystem was prepared in December 2015 and covers all four hospitals within NorthShore University HealthSystem (Evanston Hospital, Glenbrook Hospital, Highland Park Hospital and Skokie Hospital). The link to this comprehensive system-wide Community Health Needs Assessment is provided on each hospital's Annual Hospital Questionnaire.",,Gerald P. Gallagher,Chief Operating Officer,3/17/17,http://www.northshore.org/community-events/community/community-health-needs-assessment/
0968,2016,Hillsboro Area Hospital,1200 East Tremont Street,Hillsboro,62049,3,E-02,Montgomery,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Rex Brown,President and CEO,217-532-4187,lindaweiss@hillsboroareahospital.org,3/14/17,Terri Carroll,Vice President of Financial Services,217-532-4187,terricarroll@hillsboroareahospital.org,Hillsboro Area Hospital Inc.,Hillsboro Area Hospital Inc.,,,"Illinois Emergency Physicians, LLP",,,Terri L. Carroll,Vice President of Financial Services,3/14/17,http://www.hillsboroareahospital.org/media/1502/2016-hillsboro-area-hospital-final.pdf
0992,2016,Holy Cross Hospital,2701 West 68th Street,Chicago,60629,6,A-03,Cook,Church-Related,,,,General Hospital,,,,Lori Pacura,"President, Holy Cross Hospital",7738841603,lori.pacura@sinai.org,4/7/17,Paul Berrini,"Director, Strategy",7732576441,paul.berrini@sinai.org,Holy Cross Hospital,Sinai Health System,,,,,,Paul Berrini,"Director, Strategy",4/7/17,http://www.sinai.org/sites/default/files/HCH%20CHNA_final_revised_%20%281%29.pdf
4200,2016,Hoopeston Community Memorial Hospital,701 East Orange Street,Hoopeston,60942,4,D-03,Vermilion,Other Not For Profit (specify below),,Critical Access Hospital,,General Hospital,,,,Harry Brockus,CEO,217-283-8540,Harry.Brockus@Carle.com,3/8/17,Collin Anderson,Business Development & Regulatory Coordinator,217-383-7503,Collin.Anderson@carle.com,Hoopeston Community Memorial Hospital,Hoopeston Community Memorial Hospital,,Carle Therapy Services,"Hoopeston Emergency Medicine Services, Ltd.","Page 16, items 2 and 3: Placeholder numbers have been inserted with approval from Mike Mitchell. Hoopeston's audited 2016 financial information will be available in April 2017 and will be submitted via email to DPH.FacilitySurvey@Illinois.gov by the end of April 2017.",,Harry Brockus,CEO,3/8/17,https://www.carle.org/About/Serving-Our-Community/Community-Health-Needs-Assessment
1024,2016,Hopedale Hospital,107 Tremont Street,Hopedale,61747,2,C-01,Tazewell,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,"Alfred N. Rossi, MD",CEO,309-449-3321,anrossi@hopedalemc.com,3/15/17,Andrea Halley,VP of Non Clinical Operations,309-449-4939,ahalley@hopedalemc.com,Hopedale Medical Foundation,Hopedale Medical Foundation,,,EPSS,,,Andrea Halley,VP of Non-Clinical Operations,3/15/17,https://www.hopedalemc.com/community-outreach/community-services/profile/2015-community-health-needs-assessment
2154,2016,"HSHS Good Shepherd Hospital, Inc.",200 South Cedar Street,Shelbyville,62565,4,D-04,Shelby,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Aaron Puchbauer,Chief Operating Officer,2177743961,Aaron.Puchbauer@hshs.org,3/7/17,Jean Hudson,Executive Assistant,2177743961,Jean.Hudson@hshs.org,"HSHS Good Shepherd Hospital, Inc.","HSHS Good Shepherd Hospital, Inc.",,,EMERGENCY STAFFING SOLUTIONS,,,Tracie Helton,Financial Services Director,3/7/17,https://www.hshsgoodshepherd.org/Hospital-Information/About/Community-Outreach
5355,2016,HSHS Holy Family Hospital,200 Healthcare Drive,Greenville,62246,5,F-02,Bond,Not for Profit Corporation (Not Church-Related),,,,,,,,Brian Nall,President & CEO,618-690-3401,brian.nall@hshs.org,3/15/17,Randie Lindley,Accounting Clerk,618-690-3408,Randie.Lindley@hshs.org,HSHS Holy Family Hospital,HSHS Holy Family Hospital,Southern Illinois Associates LLC,Apex Physical Therapy LLC,Illiana Emergency Physicians LLP,,,Randie Lindley,Accounting Clerk,3/15/17,http://www.hshsholyfamily.org/www-hfg/media/HFG_PDF_Documents/greenville-regional-hospital.pdf
2592,2016,HSHS St. Mary's Hospital,1800 East Lake Shore,Decatur,62521,4,D-04,Macon,Other Not For Profit (specify below),,,,General Hospital,,,,Daniel Perryman,President & CEO,(217) 464-2172,Dan.Perryman@hshs.org,3/24/17,Kelsey Jacobs,Analyst II,(217) 464-5299,Kelsey.Jacobs@hshs.org,St. Mary's Hospital Decatur of the Hospital Sister,St. Mary's Hospital Decatur of the Hospital Sister,,,,,,Shane Kitchens,Director of Finance,3/17/17,https://www.stmarysdecatur.com/Community-Connection/Community-Partnerships.aspx
5132,2016,Illini Community Hospital,640 West Washington,Pittsfield,62363,3,E-04,Pike,Other Not For Profit (specify below),,Critical Access Hospital,,General Hospital,,,,Kathy Hull,President/CEO,217-285-2213 x3803,kathy.hull@blessinghealthsystem.org,3/17/17,Stephanie Butler,Administrative Assistant,217-285-2113 x3800,stephanie.butler@blessinghealthsystem.org,BlessingCare Corporation dba Illini Community Hosp,BlessingCare Corporation dba Illini Community Hosp,,,,,,Kathy Hull,Presindent/CEO,3/17/17,http://www.illinihospital.org/upload/docs/rev-ich%20final%20report.pdf
3418,2016,Illinois Valley Community Hospital,925 West Street,Peru,61354,2,C-02,LaSalle,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Tommy Hobbs,CEO,815-780-3500,Tommy.Hobbs@ivch.org,3/31/17,Philip Bruins,Decision Support Coordinator,815-780-3477,philip.bruins@ivch.org,Illinois Valley Community Hospital,Illinois Valley Community Hospital,,,ECI,,,Philip Bruins,Decision Support Coordinator,3/31/17,www.ivch.org/pdfs/CHNA2015.pdf
1099,2016,Ingalls Memorial Hospital,One Ingalls Drive,Harvey,60426,7,A-04,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,KURT JOHNSON,CEO,708-915-6101,LNickless@ingalls.org,3/24/17,Charles Mathew,SENIOR BUSINESS ANALYST,708-915-6081,cmathew@ingalls.org,INGALLS MEMORIAL HOSPITAL,INGALLS MEMORIAL HOSPITAL,SYNERGY BEHAVIORAL HEALTH,,TEAM HEALTH,,,CHARLES MATHEW,SENIOR BUSINESS ANALYST,3/24/17,http://ingalls.healthforecast.net/index-3.html
1107,2016,Iroquois Memorial Hospital,200 Fairman Street,Watseka,60970,4,D-03,Iroquois,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Timothy L. Smith,CEO,815-432-7967,tim.smith@imhrh.org,3/9/17,Laura Suchor,Executive Assistant - Administration,815-432-7735,laura.suchor@imhrh.org,Iroquois Memorial Hospital and Resident Home,Iroquois Memorial Hospital and Resident Home,,,,,,Tim Smith,CEO,3/9/17,http://www.iroquoismemorial.com/getpage.php?name=community-health-needs-assessment&sub=About+Us
1115,2016,Jackson Park Hospital,7531 Stony Island Avenue,Chicago,60649,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Merritt Hasbrouck,President,773-947-7581,merritthasbrouck@jacksonpark.com,3/17/17,Barry Mandell,VP Special Projects,773-947-7701,barrymandell@jacksonpark.com,Jackson Park Hospital Foundation,Jackson Park Hospital Foundation,,,Emergency Room Care Providers,,,Barry Mandell,VP Special Projects,3/17/17,http://www.jacksonparkhospital.org/about-us/community-benefit/
1156,2016,Jersey Community Hospital,400 Maple Summit Road,Jerseyville,62052-0426,3,E-03,Jersey,Hospital District,,,,General Hospital,,,,Jon Wade,CEO,618-498-8300,jwade@jch.org,3/14/17,Margie Eyers,Executive Assistant,618-498-8301,meyers@jch.org,Jersey Community Hospital District,Jersey Community Hospital District,,,,,,Margie Eyers,Executive Assistant,3/14/17,
5272,2016,John H. Stroger Hospital of Cook County,1901 West Harrison Street - Suite 5650,Chicago,60612-3785,6,A-02,Cook,County,,,,General Hospital,,,,Doug Elwell,Deputy CEO,(312) 864-7198,delwell@cookcountyhhs.org,3/24/17,Douglas Elwell,Deputy CEO,(312 )864-7198,delwell@cookcountyhhs.org,John H. Stroger Hospital of Cook County,Cook County,,,,Managed care revenue and volumes are now categorized under 'Other Public'. Revenue numbers are system-wide for all of CCHHS.,,Amanda Grasso,Director of Decision Support,3/24/17,
0497,2016,Katherine Shaw Bethea Hospital,403 East First Street,Dixon,61021,1,B-03,Lee,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,"David L. Schreiner, FACHE",President/CEO,(815)285-5501,dschreiner@ksbhospital.com,3/29/17,Jamie S. Gisi,Financial Analyst,(815)285-5532,jgisi@ksbhospital.com,Katherine Shaw Bethea Hospital,Katherine Shaw Beathea Hospital,,,,,,Jamie S. Gisi,Financial Analyst,3/29/17,
4564,2016,Kindred Chicago Central Hospital,4058 West Melrose Street,Chicago,60641,6,A-01,Cook,For Profit Corporation,,,Long-Term Acute Care Hospital (LTACH),General Hospital,,,,Timothy Page,CEO,773.481.5709,Timothy.page@kindred.com,3/24/17,William Davis,Controller,773.481.5719,william.davis@kindred.com,"THC - Chicago, Inc. d/b/a Kindred Chicago Central ",Universal Health Realty Income Trust,,"RehabCare Group, Inc.",,,,William Davis,Controller,3/24/17,
4937,2016,Kindred Hospital - Chicago,2544 West Montrose Avenue,Chicago,60618,6,A-01,Cook,For Profit Corporation,,,Long-Term Acute Care Hospital (LTACH),,,,,Larry Foster,Chief Executive Officer,773-279-2684,larry.foster@kindred.com,3/16/17,John Yu,Controller,773-279-2685,John.Yu@kindredhealthcare.com,"THC-Chicago, INC. DBA Kindred Chicago North","Ventas, Inc",,RehabCare,,,,John Yu,Controller,3/16/17,
4952,2016,Kindred Hospital - Northlake,365 East North Avenue,Northlake,60164,7,A-06,Cook,For Profit Corporation,,,Long-Term Acute Care Hospital (LTACH),General Hospital,,,,Beverly Foster,CEO,708-345-8100,beverly.foster@kindred.com,3/15/17,Chona Aban,Controller,708-345-8100,chona.aban@kindred.com,THC Chicago dba Kindred Hospital Chicago Northlake,Ventas,,RehabCare,,,,Beverly Foster,CEO,3/15/17,
4945,2016,Kindred Hospital - Sycamore,225 Edward Street,Sycamore,60178,1,B-04,DeKalb,For Profit Corporation,,,Long-Term Acute Care Hospital (LTACH),General Hospital,,,,James Cohick,CEO,815-895-2144,jim.cohick@kindred.com,3/15/17,Chona Aban,Controller,708-345-8100,chona.aban@kindred.com,THC Chicago Inc dba Kindred Hosptial Sycamore,Ventas,,RehabCare,,,,James Cohick,CEO,3/16/17,
5777,2016,Kindred Hospital Peoria,500 W. Romeo B. Garrett Avenue,Peoria,61605,2,C-01,Peoria,For Profit Corporation,,,Long-Term Acute Care Hospital (LTACH),,,,,Christopher Curry,CEO,309-680-1501,christopher.curry@kindred.com,3/10/17,Jerry Strachan,Controller,309-680-1564,jeremy.strachan@kindred.com,"Greater Peoria Specialty Hospital LLC, DBA Kindred",RI Wasco LLC,,,,,,Jerry Strachan,Controller,3/10/17,
5785,2016,Kirby Medical Center,1000 Medical Center Drive,Monticello,61856,4,D-01,Piatt,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Steven Tenhouse,CEO,217-762-2115,Stenhouse@kirbyhealth.org,3/20/17,Alexander Nazarian,CFO,217-762-1514,anazarian@kirbyhealth.org,Kirby Medical Center,Kirby Medical Center,,,,,,Alexander Nazarian,CFO,3/20/17,https://www.kirbyhealth.org/files/2016_Kirby_Medical_Center_CHNA.pdf
3012,2016,LaRabida Children's Hospital,6501 S. Promontory Drive,Chicago,60649,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,,,Children's Speciality Care Hospital,,Brenda Wolf,President CEO,773-363-6700,bwolf@larabida.org,3/20/17,Anthony McWhorter,Director of Finace,773-256-5925,amcwhorter@larabida.org,LaRabida Children's Hospital,LaRabida Children's Hospital,,,,"The Inpatient and Outpatient 'Medicaid' Net Revenue totals on page 16 include the following Illinois Medicaid supplemental payments, which are not based on patient volumes.  Each of the payments were allocated 78.2% Inpatient and 21.8% Outpatient, which is consistent with prior years.    Medicaid Add-On Payments of $14,243,679  Provider Tax Revenue of $7,894,626",,Anthony McWhorter,Director of Fnance,3/20/17,http://larabida.healthforecast.net/
5769,2016,Lawrence County Memorial Hospital,2200 State Street,Lawrenceville,62439,5,F-03,Lawrence,Other Not For Profit (specify below),,Critical Access Hospital,,,,,,Doug Florkowski,CEO,618-943-7200,dflorkowski@lcmhosp.org,3/17/17,Kim Alldredge,Human Resources,618-943-7207,kalldredge@lcmhosp.org,Lawrence County Memorial Hospital,Lawrence County Memorial Hospital,,,,,,Kim Alldredge,Human Resources,3/17/17,https://lcmhosp.org/uploads/Assessment_2016.pdf
5512,2016,Lincoln Prairie Behavioral Health Center,5230 South Sixth Street,Springfield,62703,3,E-01,Sangamon,For Profit Corporation,,,,,,Children's Speciality Care Hospital,,Mark Littrell,CEO,217-585-1180,mark.littrell@uhsinc.com,2/21/17,Christine Statz,CFO,217-585-1180,chris.statz@uhsinc.com,Springfield Hospital Inc,Springfield Hospital Inc,,,,,,Christine Statz,CFO,2/21/17,
5058,2016,Linden Oaks Hospital,801 South Washington Street,Naperville,60540-6400,7,A-05,DuPage,Other Not For Profit (specify below),,,,,,,Psychiatric Hospital,Gina Sharp,President & CEO,630-305-5830,Gina.Sharp@EEHealth.org,3/23/17,Kari Runge,"System Director, Planning & Business Development",630-527-3917,Kari.Runge@EEHealth.org,Naperville Psychiatric Ventures - d/b/a Linden Oak,Naperville Psychiatric Ventures - d/b/a Linden Oak,,,,,,Kelly Schaal,Planning Analyst,3/23/17,https://www.eehealth.org/-/media/files/edward-elmhurst/about-us/2015-prc-mchc-chna-report-edward-hospital--health-services.pdf?la=en
